Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",06-08-19,19:30:00,Ariane 5 ECA,EDRS-C/HYLAS 3 & Intelsat 39,Active,200,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",06-08-19,23:23:00,Falcon 9 Block 5,AMOS-17,Active,67,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",08-08-19,10:13:00,Atlas V 551,AEHF 5,Active,153,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China",17-08-19,4:11:00,Jielong-1,Tianqi-4 & Others,Active,7.5,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",19-08-19,12:03:00,Long March 3B/E,ChinaSat 18,Active,29.15,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",19-08-19,12:12:00,Electron/Curie,"Look Ma, No Hands!",Active,7.5,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",22-08-19,3:38:00,Soyuz 2.1a,Soyuz MS-14 (60S),Active,17.42,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",22-08-19,13:06:00,"Delta IV Medium+ (4,2)",GPS III SV02,Retired,164,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",29-08-19,,Safir-1B+,Nahid-1,Active,,Prelaunch Failure
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",30-08-19,14:00:00,Rokot/Briz KM,Cosmos 2540,Retired,41.8,Success
ExPace,"Site 95, Jiuquan Satellite Launch Center, China",30-08-19,23:41:00,Kuaizhou 1A,KX-09 & Others,Active,5.8,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",12-09-19,3:26:00,Long March 4B,"Ziyuan-2D, BNU-1 & Taurus-1",Active,64.68,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China",19-09-19,6:42:00,Long March 11,Zhuhai-1 Group 03,Active,5.3,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",22-09-19,21:10:00,Long March 3B/YZ-1,BeiDou-3 M23 & M24,Active,,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",24-09-19,16:05:00,H-IIB,HTV-8,Retired,112.5,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",25-09-19,0:54:00,Long March 2D,Yunhai-1-02,Active,29.75,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",25-09-19,13:57:00,Soyuz FG,Soyuz MS-15 (61S),Retired,,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",26-09-19,7:46:00,Soyuz 2.1b/Fregat,Cosmos 2541,Active,25,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",04-10-19,18:51:00,Long March 4C,Gaofen 10 (Replacement),Active,64.68,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",09-10-19,10:17:00,Proton-M/Briz-M,Eutelsat 5 West B & MEV-1,Active,65,Success
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",11-10-19,1:59:00,Pegasus XL,ICON,Active,40,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",17-10-19,1:22:00,Electron/Curie,As The Crow Flies,Active,7.5,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",17-10-19,15:21:00,Long March 3B/E,TJSW-4,Active,29.15,Success
Exos,"Vertical Launch Area, Spaceport America, New Mexico",26-10-19,17:40:00,SARGE,Launch 4,Active,,Failure
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",02-11-19,13:59:00,Antares 230+,CRS NG-12,Active,85,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",03-11-19,3:22:00,Long March 4B,Gaofen-7,Active,64.68,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",04-11-19,17:43:00,Long March 3B/E,Beidou-3 IGSO-3,Active,29.15,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",11-11-19,14:56:00,Falcon 9 Block 5,Starlink V1 L1,Active,67,Success
ExPace,"Site 95, Jiuquan Satellite Launch Center, China",13-11-19,3:40:00,Kuaizhou 1A,Jilin 1-02A,Active,5.8,Success
CASC,"LC-16, Taiyuan Satellite Launch Center, China",13-11-19,6:35:00,Long March 6,Ningxia-1 (x5),Active,19,Success
ExPace,"Site 95, Jiuquan Satellite Launch Center, China",17-11-19,10:00:00,Kuaizhou 1A,"KL-Alpha A, KL-Alpha B",Active,5.8,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",23-11-19,0:55:00,Long March 3B/YZ-1,BeiDou-3 M21 & M22,Active,,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",25-11-19,17:52:00,Soyuz 2.1v/Volga,Cosmos 2542 & 2543,Active,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",26-11-19,21:23:00,Ariane 5 ECA,Inmarsat 5 F5 & TIBA-1,Active,200,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",27-11-19,3:58:00,PSLV-XL,Cartosat-3 & Rideshares,Active,31,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",27-11-19,23:52:00,Long March 4C,Gaofen-12,Active,64.68,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",05-12-19,17:29:00,Falcon 9 Block 5,CRS-19,Active,67,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",06-12-19,8:18:00,Electron/Curie,Running Out Of Fingers,Active,7.5,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",06-12-19,9:34:00,Soyuz 2.1a,Progress MS-13 (74P),Active,17.42,Success
ExPace,"Taiyuan Satellite Launch Center, China",07-12-19,2:55:00,Kuaizhou 1A,Jilin-1 Gaofen-02B,Active,5.8,Success
ExPace,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",07-12-19,8:52:00,Kuaizhou 1A,HEAD-2A/B / SpaceTY 16/17 / Tianqi 4A/B,Active,5.8,Success
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",11-12-19,8:54:00,Soyuz 2.1b/Fregat,Cosmos 2544,Active,25,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",11-12-19,9:55:00,PSLV-QL,RISAT 2BR1,Active,21,Success
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",11-12-19,17:55:00,New Shepard,NS-12,Active,,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",16-12-19,7:22:00,Long March 3B/YZ-1,BeiDou-3 M19 & M20,Active,,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",17-12-19,0:10:00,Falcon 9 Block 5,JCSAT-18 / Kacific-1,Active,67,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",18-12-19,8:54:00,Soyuz ST-A/Fregat-M,"CSG-1, CHEOPS & Others",Active,30,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",20-12-19,3:22:00,Long March 4B,"CBERS-4A, ETRSS-1 & Others",Active,64.68,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",20-12-19,11:36:00,Atlas V N22,Starliner OFT,Active,,Success
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",24-12-19,12:03:00,Proton-M/DM-3,Elektro-L n†­3,Active,65,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",26-12-19,23:11:00,Rokot/Briz KM,"Gonets-M ???24, 25, 26 [block-15] & Blits-M1",Retired,41.8,Success
CASC,"LC-101, Wenchang Satellite Launch Center, China",27-12-19,12:45:00,Long March 5,Shijian-20,Active,,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",07-01-20,2:19:00,Falcon 9 Block 5,Starlink V1 L2,Active,67,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",07-01-20,15:20:00,Long March 3B/E,TJSW-5,Active,29.15,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",15-01-20,2:53:00,Long March 2D,Jilin-1 Wideband 01 & ??uSat-7/8,Active,29.75,Success
ExPace,"Site 95, Jiuquan Satellite Launch Center, China",16-01-20,3:02:00,Kuaizhou 1A,Yinhe-1,Active,5.8,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",16-01-20,21:05:00,Ariane 5 ECA,Eutelsat Konnect BB4A & GSAT-30,Active,200,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",19-01-20,15:30:00,Falcon 9 Block 5,Crew Dragon Inflight Abort Test,Active,67,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",29-01-20,14:06:00,Falcon 9 Block 5,Starlink V1 L3,Active,67,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",31-01-20,2:56:00,Electron/Curie,Birds of a Feather / NROL-151,Active,7.5,Success
Arianespace,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",06-02-20,21:42:00,Soyuz 2.1b/Fregat,OneWeb #2,Active,25,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",09-02-20,1:34:00,H-IIA 202,IGS-Optical 7,Active,90,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",09-02-20,15:48:00,Simorgh,Zafar 1,Active,,Failure
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",10-02-20,4:03:00,Atlas V 411,Solar Orbiter,Retired,115,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",15-02-20,20:21:00,Antares 230+,CRS NG-13,Active,85,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",17-02-20,15:05:00,Falcon 9 Block 5,Starlink V1 L4,Active,67,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",18-02-20,22:18:00,Ariane 5 ECA,JCSAT-17 & GEO-KOMPSAT 2B,Active,200,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",19-02-20,21:07:00,Long March 2D,XJS-C to F,Active,29.75,Success
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",20-02-20,8:24:00,Soyuz 2.1a/Fregat-M,Meridian-M n†­19L,Active,23,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",07-03-20,4:50:00,Falcon 9 Block 5,CRS-20,Active,67,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",09-03-20,11:55:00,Long March 3B/E,Beidou-3 G2,Active,29.15,Success
CASC,"LC-201, Wenchang Satellite Launch Center, China",16-03-20,13:34:00,Long March 7A,XJY-6,Active,,Failure
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",16-03-20,18:28:00,Soyuz 2.1b/Fregat-M,Cosmos 2545,Active,25,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",18-03-20,12:16:00,Falcon 9 Block 5,Starlink V1 L5,Active,67,Success
Arianespace,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",21-03-20,17:06:00,Soyuz 2.1b/Fregat,OneWeb #3,Active,25,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",24-03-20,3:43:00,Long March 2C,Yaogan-30-06,Active,30.8,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",26-03-20,20:18:00,Atlas V 551,AEHF 6,Active,153,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",09-04-20,8:05:00,Soyuz 2.1a,Soyuz MS-16,Active,17.42,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",09-04-20,11:46:00,Long March 3B/E,Nusantara Dua,Active,29.15,Failure
IRGC,"Launch Plateform, Shahrud Missile Test Site",22-04-20,3:59:00,Qased,Noor 1,Active,,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",22-04-20,19:30:00,Falcon 9 Block 5,Starlink V1 L6,Active,67,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",25-04-20,1:51:00,Soyuz 2.1a,Progress MS-14,Active,17.42,Success
CASC,"LC-101, Wenchang Satellite Launch Center, China",05-05-20,10:00:00,Long March 5B,Test Flight (New Crew Capsule),Active,,Success
ExPace,"Site 95, Jiuquan Satellite Launch Center, China",12-05-20,1:16:00,Kuaizhou 1A,Xingyun-2 01 (Wuhan) & 02,Active,5.8,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",17-05-20,13:14:00,Atlas V 501,OTV-6 (USSF-7),Retired,120,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",20-05-20,17:31:00,H-IIB,HTV-9,Retired,112.5,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",22-05-20,7:31:00,Soyuz 2.1b/Fregat-M,Cosmos 2546,Active,25,Success
Virgin Orbit,"Cosmic Girl, Mojave Air and Space Port, California, USA",25-05-20,19:50:00,LauncherOne,Demo Flight,Active,12,Failure
CASC,"Xichang Satellite Launch Center, China",29-05-20,20:13:00,Long March 11,XJS-G and XJS-H,Active,5.3,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",30-05-20,19:22:00,Falcon 9 Block 5,SpaceX Demo-2,Active,67,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",31-05-20,8:53:00,Long March 2D,Gaofen-9-02 & HEAD-4,Active,29.75,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",04-06-20,1:25:00,Falcon 9 Block 5,Starlink V1 L7,Active,67,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",10-06-20,18:31:00,Long March 2C,Haiyang-1D,Active,30.8,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",13-06-20,5:12:00,Electron/Curie,Don't stop me now!,Active,7.5,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",13-06-20,9:21:00,Falcon 9 Block 5,Starlink V1 L8 & SkySat 16 to 18,Active,67,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",17-06-20,7:19:00,Long March 2D,"Gaofen-9 03, Pixing III A & HEAD-5",Active,29.75,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",23-06-20,1:43:00,Long March 3B/E,Beidou-3 G3,Active,29.15,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",30-06-20,20:10:00,Falcon 9 Block 5,GPS III SV03,Active,67,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",03-07-20,3:10:00,Long March 4B,Gaofen Duomo & BY-02,Active,64.68,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",04-07-20,21:19:00,Electron/Curie,Pics Or It Didn't Happen,Active,7.5,Failure
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",04-07-20,23:44:00,Long March 2D,Shiyan-6 02,Active,29.75,Success
IAI,"Pad 1, Palmachim Airbase, Israel",06-07-20,1:00:00,Shavit-2,Ofek-16,Active,,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",09-07-20,12:11:00,Long March 3B/E,Apstar-6D,Active,29.15,Success
ExPace,"Site 95, Jiuquan Satellite Launch Center, China",10-07-20,4:17:00,Kuaizhou 11,"Jilin-1 02E, CentiSpace-1 S2",Active,28.3,Failure
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",15-07-20,13:46:00,Minotaur IV,NROL-129,Active,46,Success
JAXA,"LA-Y1, Tanegashima Space Center, Japan",19-07-20,21:58:00,H-IIA 202,Hope Mars Mission,Active,90,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",20-07-20,21:30:00,Falcon 9 Block 5,ANASIS-II,Active,67,Success
CASC,"LC-101, Wenchang Satellite Launch Center, China",23-07-20,4:41:00,Long March 5,Tianwen-1,Active,,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",23-07-20,14:26:00,Soyuz 2.1a,Progress MS-15,Active,17.42,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",25-07-20,3:13:00,Long March 4B,"Ziyuan-3 03, Apocalypse-10 & NJU-HKU 1",Active,64.68,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",30-07-20,11:50:00,Atlas V 541,Perseverance,Active,145,Success
Roscosmos,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",30-07-20,21:25:00,Proton-M/Briz-M,Ekspress-80 & Ekspress-103,Active,65,Success
SpaceX,"Pad A, Boca Chica, Texas, USA",04-08-20,23:57:00,Starship Prototype,150 Meter Hop,Active,,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",06-08-20,4:01:00,Long March 2D,Gaofen-9 04 & Q-SAT,Active,29.75,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",07-08-20,5:12:00,Falcon 9 Block 5,Starlink V1 L9 & BlackSky,Active,67,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",15-08-20,22:04:00,Ariane 5 ECA,"BSat 4b & Galaxy 30, MEV-2",Active,200,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",18-08-20,14:31:00,Falcon 9 Block 5,Starlink V1 L10 & SkySat 19 to 21,Active,67,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",23-08-20,2:27:00,Long March 2D,"Gaofen-9 05, Tiantuo-5 & MTS",Active,29.75,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",30-08-20,23:18:00,Falcon 9 Block 5,SAOCOM 1B & Rideshares,Active,67,Success
Rocket Lab,"Rocket Lab LC-1A, Māhia Peninsula, New Zealand",31-08-20,3:05:00,Electron/Photon,I Can’t Believe It’s Not Optical,Active,,Success
Arianespace,"ELV-1, Guiana Space Centre, French Guiana, France",03-09-20,1:51:00,Vega,SSMS n°1 PoC,Active,37,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",03-09-20,12:46:00,Falcon 9 Block 5,Starlink V1 L11,Active,67,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",04-09-20,7:30:00,Long March 2F/T,Experimental Spaceplane (CSSHQ),Active,,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",07-09-20,5:57:00,Long March 4B,Gaofen-11 02,Active,64.68,Success
Astra,"LP-3B, Pacific Spaceport Complex, Kodiak, Alaska, USA",12-09-20,3:19:00,Rocket 3,Rocket 3.1,Active,2.5,Failure
ExPace,"Site 95, Jiuquan Satellite Launch Center, China",12-09-20,5:02:00,Kuaizhou 1A,Jilin-1 High Resolution 02C,Active,5.8,Failure
CASC,"DeBo 3 Barge, Yellow Sea",15-09-20,1:23:00,Long March 11H,Jilin-1 High Resolution 03,Active,5.3,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",21-09-20,5:40:00,Long March 4B,Haiyang 2C,Active,64.68,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",27-09-20,3:23:00,Long March 4B,Huanjing-2A & 2B,Active,64.68,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",28-09-20,11:20:00,Soyuz 2.1b/Fregat,Goniets-M n°27L to 29L & Others,Active,25,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",03-10-20,1:16:00,Antares 230+,CRS NG-14,Active,85,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",06-10-20,11:29:00,Falcon 9 Block 5,Starlink V1 L12,Active,67,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",11-10-20,16:57:00,Long March 3B/E,Gaofen-13,Active,29.15,Success
Blue Origin,"Launch Site One, West Texas, Texas, USA",13-10-20,13:38:00,New Shepard,NS-13,Active,,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",14-10-20,5:45:00,Soyuz 2.1a,Soyuz MS-17,Active,17.42,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",18-10-20,12:25:00,Falcon 9 Block 5,Starlink V1 L13,Active,67,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",24-10-20,15:31:00,Falcon 9 Block 5,Starlink V1 L14,Active,67,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",25-10-20,19:08:00,Soyuz 2.1b/Fregat-M,Cosmos 2547,Active,25,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",26-10-20,15:19:00,Long March 2C,Yaogan-30 07 & Apocalypse-6,Active,30.8,Success
Rocket Lab,"Rocket Lab LC-1A, Māhia Peninsula, New Zealand",28-10-20,21:21:00,Electron/Curie,In Focus,Active,7.5,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",05-11-20,23:24:00,Falcon 9 Block 5,GPS III-4,Active,67,Success
CASC,"LC-16, Taiyuan Satellite Launch Center, China",06-11-20,3:19:00,Long March 6,ÑuSat 9 to 18 & Others,Active,19,Success
Galactic Energy,"Site 95, Jiuquan Satellite Launch Center, China",07-11-20,7:12:00,Ceres-1,I Believe I Can Fly,Active,4.9,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",07-11-20,9:41:00,PSLV-DL,EOS-01 & Rideshares,Active,,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",12-11-20,15:59:00,Long March 3B/E,Tiantong-1 02,Active,29.15,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA",13-11-20,22:32:00,Atlas V 531,NROL-101,Active,140,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",16-11-20,0:27:00,Falcon 9 Block 5,SpaceX Crew-1,Active,67,Success
Arianespace,"ELV-1, Guiana Space Centre, French Guiana, France",17-11-20,1:52:00,Vega,Taranis & Seosat,Active,37,Failure
Rocket Lab,"Rocket Lab LC-1A, Māhia Peninsula, New Zealand",20-11-20,2:20:00,Electron/Curie,Return To Sender,Active,7.5,Success
SpaceX,"SLC-4E, Vandenberg SFB, California, USA",21-11-20,17:17:00,Falcon 9 Block 5,Sentinel-6A Michael Freilich,Active,67,Success
CASC,"LC-101, Wenchang Satellite Launch Center, China",23-11-20,20:30:00,Long March 5,Chang'e 5,Active,,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",25-11-20,2:13:00,Falcon 9 Block 5,Starlink V1 L15,Active,67,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",29-11-20,7:25:00,H-IIA 202,JDRS-1,Active,90,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",02-12-20,1:33:00,Soyuz ST-A/Fregat-M,Falcon Eye 2,Active,30,Success
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",03-12-20,1:14:00,Soyuz 2.1b/Fregat-M,Goniets-M n°30L to 32L & Cosmos 2548,Active,25,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",06-12-20,3:58:00,Long March 3B/E,Gaofen 14,Active,29.15,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",06-12-20,16:17:00,Falcon 9 Block 5,CRS SpX-21,Active,67,Success
CASC,"Xichang Satellite Launch Center, China",09-12-20,20:14:00,Long March 11,GECAM 1 & 2,Active,5.3,Success
SpaceX,"Suborbital Pad A, Starbase, Texas, USA",09-12-20,22:45:00,Starship Prototype,12.5-Kilometer Test Flight,Active,,Partial Failure
ULA,"SLC-37B, Cape Canaveral SFS, Florida, USA",11-12-20,1:09:00,Delta IV Heavy,NROL-44,Active,350,Success
Virgin Galactic,"VMS Eve, Spaceport America, New Mexico, USA",12-12-20,16:19:00,SpaceShipTwo,VF-02,Active,,Partial Failure
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",13-12-20,17:30:00,Falcon 9 Block 5,SXM-7,Active,67,Success
VKS RF,"Site 35/1, Plesetsk Cosmodrome, Russia",14-12-20,5:50:00,Angara A5/Briz-M,MGM n°2,Active,100,Success
Rocket Lab,"Rocket Lab LC-1A, Māhia Peninsula, New Zealand",15-12-20,10:09:00,Electron/Curie,The Owl’s Night Begins,Active,7.5,Success
Astra,"LP-3B, Pacific Spaceport Complex, Kodiak, Alaska, USA",15-12-20,20:55:00,Rocket 3,Rocket 3.2,Active,2.5,Failure
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",17-12-20,10:09:00,PSLV-XL,CMS-01,Active,31,Success
Starsem,"Site 1S, Vostochny Cosmodrome, Russia",18-12-20,12:26:00,Soyuz 2.1b/Fregat,OneWeb #4,Active,25,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",19-12-20,14:00:00,Falcon 9 Block 5,NROL-108,Active,67,Success
CASC,"LC-201, Wenchang Satellite Launch Center, China",22-12-20,4:37:00,Long March 8,"XJY-7, Haisi-1 & Others",Active,27,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",27-12-20,15:44:00,Long March 4C,Yaogan-33(R) & Weina 2,Active,64.68,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",29-12-20,16:42:00,Soyuz ST-A/Fregat-M,CSO-2,Active,30,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",08-01-21,2:15:00,Falcon 9 Block 5,Türksat 5A,Active,67,Success
Blue Origin,"Launch Site One, West Texas, Texas, USA",14-01-21,17:17:00,New Shepard,NS-14,Active,,Success
Virgin Orbit,"Cosmic Girl, Mojave Air and Space Port, California, USA",17-01-21,19:38:00,LauncherOne,ELaNa XX,Active,12,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",19-01-21,16:25:00,Long March 3B/E,Tiantong-1 03,Active,29.15,Success
Rocket Lab,"Rocket Lab LC-1A, Māhia Peninsula, New Zealand",20-01-21,7:26:00,Electron/Curie,Another One Leaves The Crust,Active,7.5,Success
